House Price,Year of Construction,E&V ID,Bedrooms,Half Bathrooms,Full Bathrooms,Total surface approx.,Garage,Plot surface approx.,Bathrooms
525000,1960,AM-253585,3,0,2,137.31,0,1624.41,
425000,1958,AM-253584,4,0,3,113.06,0,1008.07,
1400000,2019,AM-253580,4,1,4,278.15,2,424.92,
1400000,2019,AM-253579,4,1,4,319.68,2,424.92,
425000,1958,AM-253578,4,0,3,226.13,5,1007.67,
580000,2023,AM-253697,3,1,2,187.48,2,647.5,
737000,2023,AM-253696,3,0,3,236.16,2,526.09,
579000,2023,AM-253695,4,0,3,192.03,2,526.09,
560000,2023,AM-253694,3,0,2,179.95,2,566.56,
669000,2022,AM-253693,4,0,3,216.0,2,687.97,
825000,2022,AM-253692,3,1,3,266.17,2,930.78,
738900,2023,AM-253691,4,0,3,238.67,2,930.78,
749900,2023,AM-253690,3,1,3,242.85,2,890.31,
464900,2018,AM-253689,3,1,2,203.55,2,647.5,
699900,1988,AM-253688,3,0,3,208.01,2,1537.81,
370000,2004,AM-253687,4,0,2,203.09,2,1740.15,
530000,2017,AM-253678,5,0,3,289.86,2,464.58,
1000000,2004,AM-253667,6,1,3,465.54,0,4046.86,
415000,2016,AM-253656,3,1,2,207.17,3,890.31,
300590,2022,AM-253654,3,1,2,136.29,1,0.0,
334990,2022,AM-253653,3,1,2,155.61,2,404.69,
599000,1986,AM-253652,2,0,2,112.51,1,1942.49,
3750000,1980,AM-253639,4,0,4,460.98,2,4046.86,
1595000,1994,AM-253772,4,0,4,276.48,2,0.0,
420000,1978,AM-253766,4,0,3,326.09,0,4087.32,
119000,1959,AM-253765,2,0,1,93.37,0,0.0,
310000,1978,AM-253760,3,0,3,166.48,0,1294.99,
479000,2007,AM-253758,4,0,3,245.91,2,1537.81,
479000,2019,AM-253755,3,0,2,140.66,2,404.69,
650000,2023,AM-253754,4,1,3,296.27,3,1032.76,
275000,1981,AM-253752,3,0,2,138.24,2,1011.71,
1799000,2022,AM-253747,3,1,3,257.06,3,930.78,
3495000,1996,AM-253744,4,0,6,442.5,3,3840.47,
1699000,1987,AM-253743,4,1,3,430.23,3,1052.18,
674900,2020,AM-253721,3,1,3,232.16,2,0.0,
6490000,2020,AM-253716,6,2,6,503.91,2,0.0,
345000,1955,AM-253706,3,0,3,115.11,1,1736.1,
219900,2006,AM-253701,1,0,1,86.77,1,161.87,
662000,2023,AM-253700,4,0,3,216.46,2,647.5,
549000,2022,AM-253699,3,1,2,187.48,2,647.5,
566000,2023,AM-253698,3,0,2,181.44,2,647.5,
595000,1950,AM-253871,2,0,2,131.27,0,687.97,0.0
425000,1999,AM-253867,4,0,2,228.82,0,891.93,0.0
269000,1980,AM-253866,3,0,3,180.32,0,0.0,0.0
1038000,2014,AM-253864,2,0,2,143.07,0,0.0,0.0
1899000,2020,AM-253862,4,1,3,268.95,3,0.0,0.0
600000,1960,AM-253853,3,0,2,119.84,0,0.0,0.0
495000,2005,AM-253852,5,0,3,242.2,2,0.0,0.0
3399000,1978,AM-253846,4,1,2,263.01,2,0.0,0.0
550000,1925,AM-253839,4,1,1,140.19,2,485.62,0.0
695000,1992,AM-253838,3,1,2,179.4,2,0.0,0.0
550000,1956,AM-253835,4,1,1,291.81,2,890.31,0.0
475000,1995,AM-253831,2,0,2,277.78,2,323.75,0.0
239999,1981,AM-253828,4,0,2,159.79,0,0.0,0.0
625000,2018,AM-253820,4,1,3,238.3,0,137.59,0.0
2175000,2022,AM-253818,2,1,2,174.66,1,607.03,0.0
175000,2009,AM-253813,3,0,2,118.92,0,26700.0,0.0
210000,2004,AM-253787,3,0,0,104.05,0,0.0,2.0
